SID;DID;TID;VILL_CODE;C_CODE01;NAME;UID;UID_1;LOC_CODE;State_Code;State_Name;District_C;Dist_Name;Tehsil_Cod;Thsil_Name;Block_Code;Nyay_Panch;Village_Co;NAME_1;AREA;RES_HOUSE;HOUSEHOLDS;T_POPLN;T_M_POPLN;T_F_POPLN;POPLN_M6;POPLN_F6;M_SC;F_SC;M_ST;F_ST;M_LITERATE;F_LITERATE;T_M_WORKER;T_F_WORKER;M_INDCAT1;F_INDCAT1;M_INDCAT2;F_INDCAT2;M_INDCAT3;F_INDCAT3;M_INDCAT4;F_INDCAT4;M_INDCAT5A;F_INDCAT5A;M_INDCAT5B;F_INDCAT5B;M_INDCAT6;F_INDCAT6;M_INDCAT7;F_INDCAT7;M_INDCAT8;F_INDCAT8;M_INDCAT9;F_INDCAT9;M_MARGINAL;F_MARGINAL;M_NON_WORK;F_NON_WORK;State_Co_1;State_Na_1;District_1;Dist_Name_;Tehsil_C_1;Thsil_Na_1;Block_co_1;Village__1;Village_Na;MRGD_IN_TN;EDU_INST;RANG_EDU;P_SCH;M_SCH;H_SCH;PU_COLL;GR_COLL;IND_SCH;TR_SCH;ADLT_LT_CN;OTH_SCH;MED_INST;RANG_MED;H_CNTR;MCW_CNTR;MH_CNTR;CWC_CNTR;HC_CNTR;PHC_CNTR;PHS_CNTR;DISP_CNTR;FPC_CNTR;TB_CNTR;NH_CNTR;RP_CNTR;SMP_CNTR;CHW_CNTR;OTH_CNTR;DRNK_WAT;RANG_WAT;TAP;WELL;TANK;TUBE_WELL;HAND_PUMP;RIVER_WAT;FOUNTAIN;CANAL;LAKE;SPRING;NALA;OTH_FAC;PNT_FAC;RANG_PNT;PO;TO;PTO;PHONE;MRKT_FAC;RANG_MRKT;MK_MON;MKT_TUE;MK_WED;MK_THU;MK_FRI;MK_SAT;MK_SUN;MK_DAILY;MK_FORT;MK_MONTHLY;COMM_FAC;RANG_COMM;COMM_BS;TX_TEMP_FC;COMM_RS;COMM_NW;APP_PR;APP_KR;APP_NR;APP_NC;APP_NW;APP_FP;NEAR_TOWN;DIST_N_TWN;POWER_SUPL;POWER_ED;POWER_EAG;POWER_EO;POWER_EA;FOREST;IRR_GC;IRR_PC;IRR_W;IRR_WE;IRR_TW;IRR_TWE;IRR_TK;IRR_R;IRR_L;IRR_WF;IRR_O;IRR_TOTAL;UN_IRRIGAT;CULT_WASTE;N_AV_CULT;Area_vill_;HOUSEHOLD;TOT_POPLN;res_house_;FOUNT_IRR;NOT_AVAIL;loc_code_v;AGRI_LAND;ST_TOWN;CHK;CHC_CNTR
11;04;0001;00033700;1104000100033700;SAKYONG;259035;259035;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;20;	Sakyong;220.39;35;35;377;189;188;37;33;27;24;18;16;107;59;77;6;64;0;0;0;4;0;0;0;0;0;1;1;1;0;0;0;0;0;7;5;0;0;112;182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00033800;1104000100033800;CHISOPANI;259036;259036;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;21;	Chisopani;214.56;455;455;2152;1140;1012;198;187;165;160;50;48;702;453;567;212;130;102;20;16;10;4;0;0;6;0;88;25;122;11;68;12;24;0;99;42;2;2;571;798;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00034300;1104000100034300;PHENGYONG;259037;259037;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;24;	Phengyong;274.05;345;345;1022;552;470;67;67;70;64;273;252;336;204;249;93;146;62;7;4;12;0;0;0;0;0;5;0;10;2;21;2;2;0;46;23;0;0;303;377;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00034400;1104000100034400;TIRKUTAM;259038;259038;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;25;	Tirkutam;134.47;69;69;419;207;212;45;37;23;14;76;82;109;78;105;90;84;85;0;0;3;3;0;0;0;0;2;2;6;0;4;0;1;0;5;0;0;0;102;122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00034500;1104000100034500;NAZITAM;259039;259039;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;26;	Nazitam;231.6;90;90;562;287;275;47;49;9;9;84;93;123;94;167;144;134;133;0;0;11;0;0;0;0;0;1;0;2;2;1;0;2;1;16;8;0;0;120;131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00036000;1104000100036000;CHINZE;259040;259040;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;49;	Chinzey;133.11;58;58;356;184;172;37;34;0;0;43;40;124;86;83;23;48;18;13;3;7;0;0;0;0;0;0;0;5;0;1;1;3;0;6;1;0;0;101;149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00035900;1104000100035900;RAWATE-RUMTEK;259041;259041;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;50;	Rawatey R;185.82;161;161;892;452;440;69;83;52;51;10;10;303;219;201;61;23;8;45;1;10;0;9;11;0;0;5;1;24;2;1;0;4;1;80;37;0;0;251;379;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00035800;1104000100035800;SHYAGYONG-RUMTEK;259042;259042;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;51;	Shagyong;274.92;260;260;1656;985;671;123;106;27;19;612;411;706;326;358;170;139;92;51;32;19;2;0;0;4;0;10;2;38;7;16;1;11;2;70;32;0;9;627;492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00036700;1104000100036700;TEMPHYAK-MENDU;259043;259043;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;52;	Temphek M;380.53;101;101;543;287;256;69;54;6;1;138;132;80;42;136;32;50;15;41;10;2;0;0;0;8;0;1;0;9;1;0;0;5;0;20;6;0;0;151;224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00036800;1104000100036800;REY;259044;259044;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;53;	Rey;276.9;88;88;489;276;213;57;46;13;9;187;170;142;80;132;26;55;14;14;1;0;0;0;0;2;1;4;0;39;7;0;0;3;0;15;3;2;4;142;183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00036900;1104000100036900;LINGDUM;259045;259045;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;54;	Lingdum;522.34;238;238;1283;659;624;113;120;61;69;150;127;302;159;362;256;241;237;6;1;21;3;0;0;2;0;4;4;58;10;3;0;3;0;24;1;0;0;297;368;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00036600;1104000100036600;BARBING;259046;259046;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;55;	Barbing;199.63;110;110;607;306;301;72;78;30;38;121;128;144;99;127;18;90;7;0;2;3;0;0;0;0;0;6;1;3;0;2;1;2;0;21;7;3;0;176;283;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00036400;1104000100036400;RANKA;259047;259047;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;57;	Ranka;136.75;85;85;512;275;237;52;47;0;0;0;0;133;86;134;58;87;52;0;0;1;0;0;0;0;1;0;0;19;0;0;0;4;0;23;5;0;0;141;179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00037600;1104000100037600;PARBING;259048;259048;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;64;	Parbing;155.65;66;66;404;210;194;35;38;0;0;3;2;80;49;108;26;56;2;33;18;3;0;0;0;0;0;0;0;5;0;0;0;1;0;10;6;0;0;102;168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00037500;1104000100037500;LUING;259049;259049;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;65;	Liyung;416.42;230;230;1343;699;644;133;128;19;24;106;87;372;260;337;201;201;164;54;24;14;0;0;0;4;0;6;2;23;0;7;0;3;0;25;11;0;90;362;353;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00038000;1104000100038000;BURTUK;259050;259050;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;66;	Burtuk;112.89;153;153;759;468;291;61;66;4;2;81;56;322;135;316;43;8;8;78;25;2;0;0;0;0;0;5;2;197;3;0;0;1;0;25;5;0;0;152;248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00038100;1104000100038100;UPPER BURTUK;259051;259051;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;67;	Upper Bur;73.69;531;531;2515;1321;1194;216;212;36;38;295;263;952;677;619;128;18;2;41;13;41;20;0;0;2;0;39;26;103;12;60;15;66;1;249;39;1;1;701;1065;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00037900;1104000100037900;UPPER SICHEYGAON;259052;259052;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;62;	Upper Sic;94.66;551;551;2783;1472;1311;236;226;104;90;228;211;1127;823;695;200;12;3;2;0;60;9;2;0;0;1;46;12;167;25;62;7;76;3;268;140;2;7;775;1104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00037800;1104000100037800;GANGTOK PRIVATE ESTATE;259053;259053;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;61;	Gangtok P;0.0;3;3;18;8;10;1;2;0;0;0;0;6;5;5;4;0;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00036200;1104000100036200;TADONG;259054;259054;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;58;	Tadong;202.88;380;380;1982;1053;929;176;158;85;91;117;130;672;485;506;144;75;32;35;8;44;8;2;0;2;0;62;7;75;6;29;5;70;2;112;76;4;3;543;782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00038700;1104000100038700;SYARI;259055;259055;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;77;	Syari;286.05;999;999;4080;2049;2031;512;432;66;54;329;291;1125;943;814;179;161;60;101;35;35;8;1;1;28;2;71;15;107;6;85;5;50;0;175;47;60;174;1175;1678;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00039000;1104000100039000;NAMOK;259056;259056;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;46;	Namok;46.9;39;39;179;98;81;21;20;6;2;36;27;34;26;48;12;5;1;36;10;0;0;0;0;0;0;0;0;2;0;0;0;1;0;4;1;0;0;50;69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00038900;1104000100038900;NAITAM;259057;259057;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;45;	Naitam;432.04;186;186;1083;568;515;98;112;16;12;223;201;303;177;254;38;86;5;72;10;1;0;0;0;0;6;10;9;33;6;5;0;6;0;41;2;0;1;314;476;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00038800;1104000100038800;NANDOK;259058;259058;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;47;	Nandok;419.82;500;500;2644;1445;1199;277;260;107;85;179;134;833;470;693;249;98;91;95;61;15;5;1;1;1;0;27;6;268;51;9;6;31;3;148;25;2;1;750;949;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00039400;1104000100039400;ASSAM;259059;259059;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;44;	Assam;672.79;234;234;1282;656;626;140;126;1;0;75;76;359;274;303;88;197;66;48;6;7;2;0;0;0;0;2;0;20;0;3;1;2;0;24;13;3;68;350;470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00039500;1104000100039500;LINGZEY (ASSAM);259060;259060;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;43;	Lingzey (;234.99;251;251;1384;728;656;137;124;80;81;94;82;378;267;346;253;198;204;40;23;18;4;0;0;1;0;9;0;27;2;6;4;6;0;41;16;68;86;314;317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00034700;1104000100034700;MANGTHANG;259061;259061;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;28;	Mangthang;207.04;109;109;556;294;262;54;48;4;4;0;0;150;73;168;145;141;144;0;0;0;0;0;0;0;0;2;0;16;0;1;0;3;0;5;1;0;0;126;117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00034900;1104000100034900;LINGZEY (SUMEN);259062;259062;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;30;	Lingzey (;378.37;130;130;717;381;336;81;68;12;7;11;5;186;86;195;134;162;130;1;0;0;0;0;0;0;0;4;0;18;0;0;1;1;0;9;3;0;0;186;202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00035000;1104000100035000;WEST PENDAM;259063;259063;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;31;	West Pend;1124.8;985;985;5011;2672;2339;496;456;389;354;125;110;1378;852;1403;636;725;497;89;42;57;12;2;0;1;0;291;38;46;10;28;8;32;1;132;28;0;0;1269;1703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00035100;1104000100035100;CENTRAL PENDAM;259064;259064;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;32;	Central P;1026.58;1082;1085;5809;3102;2707;497;470;337;330;119;95;1818;1186;1514;550;610;362;92;14;19;2;193;3;1;1;248;65;83;12;21;8;70;0;177;83;0;0;1588;2157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00035200;1104000100035200;SAJONG;259065;259065;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;33;	Sajong;274.93;79;79;447;239;208;48;41;33;25;51;44;142;78;121;30;95;27;14;0;0;0;0;0;1;0;2;1;1;0;0;0;3;0;5;2;0;0;118;178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00039200;1104000100039200;BHUSUK;259066;259066;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;80;	Bhusuk;81.37;83;83;435;241;194;44;40;18;13;74;75;103;67;111;8;11;1;55;4;0;0;0;0;0;0;3;0;31;2;2;0;0;0;9;1;1;5;129;181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00038400;1104000100038400;RONGYEK;259067;259067;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;75;	Rongyek;326.18;253;253;1407;755;652;127;121;3;8;260;226;420;258;363;82;114;31;67;14;15;1;0;0;4;3;18;6;43;17;7;2;28;0;67;8;0;0;392;570;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00038200;1104000100038200;UPPER CHANDMARI;259068;259068;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;74;	Upper Cha;0.0;657;657;2890;1537;1353;267;252;52;56;789;727;1023;695;740;197;2;0;7;0;42;22;0;0;13;6;64;24;141;44;102;22;134;2;235;77;0;4;797;1152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00038100;1104000100038100;UPPER BURTUK;259069;259069;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;67;	Upper Bur;73.69;531;531;2515;1321;1194;216;212;36;38;295;263;952;677;619;128;18;2;41;13;41;20;0;0;2;0;39;26;103;12;60;15;66;1;249;39;1;1;701;1065;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00032100;1104000100032100;TINTEK;259070;259070;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;2;	Tintek;525.65;186;186;1163;646;517;96;93;32;24;67;54;444;217;288;25;166;16;69;1;0;0;0;0;1;0;3;0;19;0;6;1;1;0;23;7;0;0;358;492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00032200;1104000100032200;KAMBAL;259071;259071;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;3;	Kombel;354.69;148;148;789;419;370;93;71;29;23;126;125;247;132;192;41;133;33;19;0;1;0;0;0;4;2;3;0;11;0;6;2;1;0;14;4;1;0;226;329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00032300;1104000100032300;SAMDONG;259072;259072;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;4;	Samdong;483.04;220;220;1244;650;594;84;103;14;15;150;156;449;263;326;245;223;207;7;2;5;0;0;0;0;0;8;2;11;1;11;2;2;0;59;31;0;0;324;349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00032400;1104000100032400;RALEY-KHESE;259073;259073;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;5;	Raley-Kha;377.29;210;210;1208;594;614;109;129;29;34;59;51;329;206;278;159;180;131;30;5;6;0;0;0;0;0;1;6;12;0;7;1;3;0;39;16;0;0;316;455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00032500;1104000100032500;TUMEN;259074;259074;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;6;	Tumin;1070.77;322;322;2288;1192;1096;238;244;110;93;381;345;743;428;542;319;398;283;65;20;7;0;0;0;4;0;2;0;12;1;3;1;3;0;48;14;0;0;650;777;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00033300;1104000100033300;BUDANG THANGSING;259075;259075;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;13;	Budang (T;281.73;88;88;482;260;222;43;43;87;82;67;61;132;79;126;24;86;13;0;0;4;0;0;0;1;1;6;0;8;0;3;0;0;0;18;10;0;0;134;198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00034100;1104000100034100;NAMGEYTHANG;259076;259076;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;18;	Namgathan;184.64;54;54;390;198;192;27;33;34;29;108;101;107;68;102;90;92;90;0;0;0;0;0;0;0;0;5;0;1;0;0;0;2;0;2;0;0;0;96;102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00034000;1104000100034000;RAPDANG;259077;259077;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;22;	Rapdong;193.99;58;58;322;161;161;29;25;37;32;5;5;75;65;88;33;70;29;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;15;4;0;0;73;128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00033900;1104000100033900;TSHALUMTHANG;259078;259078;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;23;	Tshalumth;191.13;166;166;910;479;431;84;90;52;45;44;36;246;139;256;174;155;151;12;0;1;0;0;0;1;0;3;0;62;17;3;1;7;0;12;5;0;0;223;257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00036500;1104000100036500;SANGTONG;259079;259079;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;56;	Sangtok;148.6;70;70;421;209;212;35;38;21;20;118;124;121;95;94;5;53;0;0;0;3;0;0;0;0;0;2;0;18;2;2;0;1;0;15;3;0;0;115;207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00037700;1104000100037700;SICHEYGAON;259080;259080;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;63;	Sichay Ga;270.15;449;449;2341;1239;1102;250;229;111;111;133;134;748;528;572;180;109;64;31;6;29;11;0;0;12;3;31;6;180;49;46;7;31;3;103;31;0;1;667;921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
