SID;DID;TID;VILL_CODE;C_CODE01;NAME;UID;UID_1;LOC_CODE;State_Code;State_Name;District_C;Dist_Name;Tehsil_Cod;Thsil_Name;Block_Code;Nyay_Panch;Village_Co;NAME_1;AREA;RES_HOUSE;HOUSEHOLDS;T_POPLN;T_M_POPLN;T_F_POPLN;POPLN_M6;POPLN_F6;M_SC;F_SC;M_ST;F_ST;M_LITERATE;F_LITERATE;T_M_WORKER;T_F_WORKER;M_INDCAT1;F_INDCAT1;M_INDCAT2;F_INDCAT2;M_INDCAT3;F_INDCAT3;M_INDCAT4;F_INDCAT4;M_INDCAT5A;F_INDCAT5A;M_INDCAT5B;F_INDCAT5B;M_INDCAT6;F_INDCAT6;M_INDCAT7;F_INDCAT7;M_INDCAT8;F_INDCAT8;M_INDCAT9;F_INDCAT9;M_MARGINAL;F_MARGINAL;M_NON_WORK;F_NON_WORK;State_Co_1;State_Na_1;District_1;Dist_Name_;Tehsil_C_1;Thsil_Na_1;Block_co_1;Village__1;Village_Na;MRGD_IN_TN;EDU_INST;RANG_EDU;P_SCH;M_SCH;H_SCH;PU_COLL;GR_COLL;IND_SCH;TR_SCH;ADLT_LT_CN;OTH_SCH;MED_INST;RANG_MED;H_CNTR;MCW_CNTR;MH_CNTR;CWC_CNTR;HC_CNTR;PHC_CNTR;PHS_CNTR;DISP_CNTR;FPC_CNTR;TB_CNTR;NH_CNTR;RP_CNTR;SMP_CNTR;CHW_CNTR;OTH_CNTR;DRNK_WAT;RANG_WAT;TAP;WELL;TANK;TUBE_WELL;HAND_PUMP;RIVER_WAT;FOUNTAIN;CANAL;LAKE;SPRING;NALA;OTH_FAC;PNT_FAC;RANG_PNT;PO;TO;PTO;PHONE;MRKT_FAC;RANG_MRKT;MK_MON;MKT_TUE;MK_WED;MK_THU;MK_FRI;MK_SAT;MK_SUN;MK_DAILY;MK_FORT;MK_MONTHLY;COMM_FAC;RANG_COMM;COMM_BS;TX_TEMP_FC;COMM_RS;COMM_NW;APP_PR;APP_KR;APP_NR;APP_NC;APP_NW;APP_FP;NEAR_TOWN;DIST_N_TWN;POWER_SUPL;POWER_ED;POWER_EAG;POWER_EO;POWER_EA;FOREST;IRR_GC;IRR_PC;IRR_W;IRR_WE;IRR_TW;IRR_TWE;IRR_TK;IRR_R;IRR_L;IRR_WF;IRR_O;IRR_TOTAL;UN_IRRIGAT;CULT_WASTE;N_AV_CULT;Area_vill_;HOUSEHOLD;TOT_POPLN;res_house_;FOUNT_IRR;NOT_AVAIL;loc_code_v;AGRI_LAND;ST_TOWN;CHK;CHC_CNTR
11;04;0001;00035300;1104000100035300;CHUBA;258985;258985;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;35;	Chuba;385.27;176;176;869;473;396;89;83;17;9;62;52;237;114;238;74;88;38;47;9;7;1;0;0;4;2;17;4;22;10;21;4;7;1;25;5;10;61;225;261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00035600;1104000100035600;NAMIN;258986;258986;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;38;	Namin;96.96;37;37;197;100;97;21;15;17;15;4;6;51;33;55;22;26;13;15;9;1;0;0;0;0;0;1;0;5;0;0;0;2;0;5;0;0;0;45;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00035500;1104000100035500;TUMLABUNG;258987;258987;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;37;	Tumlabung;67.62;38;38;228;105;123;11;23;12;12;11;23;59;49;57;5;22;2;25;2;4;0;0;0;0;0;0;0;2;0;0;0;2;0;2;1;0;1;48;117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00035400;1104000100035400;NAMLI;258988;258988;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;36;	Namli;173.91;135;135;778;415;363;70;66;33;26;2;2;247;142;181;38;52;6;69;19;5;1;0;0;0;0;0;0;17;3;1;1;7;0;30;8;0;0;234;325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00035700;1104000100035700;SAMLIK-MARCHAK;258989;258989;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;39;	Samlick M;380.11;253;253;1364;690;674;115;116;71;87;210;183;432;312;333;67;111;19;93;11;34;7;0;0;5;0;6;3;21;2;4;1;14;2;45;22;1;1;356;606;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0002;00041100;1104000200041100;PACHAK;258992;258992;2e+16;11;Sikkim;2;East District;20;PAKYONG;20;20;2;	Pachak;445.86;105;105;630;346;284;84;46;0;0;101;75;134;62;177;89;152;77;18;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;6;5;1;11;168;184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0002;00041000;1104000200041000;NAMCHEY-BUNG;258993;258993;2e+16;11;Sikkim;2;East District;20;PAKYONG;20;20;3;	Namcheybo;873.38;482;482;2652;1371;1281;229;222;45;34;238;215;726;499;555;285;324;162;63;58;22;1;0;0;2;1;4;0;34;4;12;10;8;0;86;49;5;6;811;990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0002;00041500;1104000200041500;KARTOK;258994;258994;2e+16;11;Sikkim;2;East District;20;PAKYONG;20;20;4;	Kartok;232.39;494;494;1835;1123;712;127;116;70;41;247;204;808;372;600;203;208;111;32;16;27;4;0;0;6;0;36;0;100;4;87;4;16;1;88;63;2;83;521;426;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0002;00041400;1104000200041400;DIKLING;258995;258995;2e+16;11;Sikkim;2;East District;20;PAKYONG;20;20;5;	Dikling;201.51;131;131;721;386;335;59;62;12;12;116;111;232;151;180;116;86;76;32;21;21;4;0;0;0;0;1;0;12;0;0;2;2;0;26;13;3;42;203;177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0002;00041800;1104000200041800;LOSING;258996;258996;2e+16;11;Sikkim;2;East District;20;PAKYONG;20;20;6;	Losing;124.01;66;66;362;175;187;39;41;4;3;26;33;83;70;79;23;56;15;15;6;0;0;0;0;0;0;0;0;4;0;1;0;0;0;3;2;0;0;96;164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0002;00041900;1104000200041900;PACHEYKHANI (LOSING);258997;258997;2e+16;11;Sikkim;2;East District;20;PAKYONG;20;20;7;	Pacheykha;336.33;228;228;1239;643;596;112;112;98;79;21;26;408;274;300;97;148;62;30;15;5;1;1;0;4;0;12;2;15;1;31;3;14;0;40;13;0;31;343;468;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0002;00041700;1104000200041700;PACHEYKHANI (DIKLING);258998;258998;2e+16;11;Sikkim;2;East District;20;PAKYONG;20;20;8;	Pacheykha;162.82;75;75;487;238;249;46;37;11;13;0;0;157;131;121;105;98;93;0;0;5;0;0;0;1;0;0;0;4;4;0;0;2;0;11;8;0;3;117;141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0002;00040800;1104000200040800;CHANGEY SENTI (TSANEY);258999;258999;2e+16;11;Sikkim;2;East District;20;PAKYONG;20;20;10;	Changeyse;407.82;168;168;941;494;447;100;94;25;22;184;162;237;123;215;68;141;55;47;10;3;1;0;0;3;0;2;0;2;0;3;0;7;0;7;2;0;8;279;371;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0002;00040900;1104000200040900;PACHEY;259000;259000;2e+16;11;Sikkim;2;East District;20;PAKYONG;20;20;11;	Pachey;505.04;299;299;1828;916;912;180;153;35;50;188;198;508;422;454;110;166;35;171;29;9;3;0;0;3;0;2;0;50;14;8;0;1;0;44;29;1;0;461;802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0002;00042500;1104000200042500;THEKABUNG;259001;259001;2e+16;11;Sikkim;2;East District;20;PAKYONG;20;20;12;	Thekabong;292.51;92;92;491;247;244;34;40;0;0;42;41;105;66;114;118;91;105;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;22;11;0;0;133;126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0002;00042200;1104000200042200;TARETHANG;259002;259002;2e+16;11;Sikkim;2;East District;20;PAKYONG;20;20;13;	Tarethang;223.17;125;125;684;353;331;60;53;47;51;0;0;155;114;73;21;21;4;19;9;5;0;0;0;3;0;2;0;4;0;0;0;0;0;19;8;90;97;190;213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0002;00042100;1104000200042100;AMBA;259003;259003;2e+16;11;Sikkim;2;East District;20;PAKYONG;20;20;14;	Amba;711.13;271;271;1643;864;779;146;137;81;66;210;167;444;280;422;281;327;252;16;5;4;0;0;0;4;1;2;0;19;2;2;1;1;1;47;19;0;33;442;465;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0002;00042000;1104000200042000;TAZA;259004;259004;2e+16;11;Sikkim;2;East District;20;PAKYONG;20;20;15;	Taza;716.55;243;243;1404;749;655;113;119;44;44;60;54;348;203;388;316;149;155;176;151;4;0;0;0;6;1;3;0;13;0;3;0;0;0;34;9;0;0;361;339;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0002;00042300;1104000200042300;BIRING;259005;259005;2e+16;11;Sikkim;2;East District;20;PAKYONG;20;20;22;	Biring;342.21;127;127;820;428;392;80;63;34;31;0;0;154;124;202;186;178;179;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;22;7;0;0;226;206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0002;00042400;1104000200042400;LINKEY;259006;259006;2e+16;11;Sikkim;2;East District;20;PAKYONG;20;20;23;	Linkey;275.01;149;149;835;432;403;86;74;20;14;192;164;173;108;202;194;159;184;6;1;1;0;0;0;1;1;0;0;2;0;0;0;1;0;32;8;0;0;230;209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0002;00042600;1104000200042600;PARKHA;259007;259007;2e+16;11;Sikkim;2;East District;20;PAKYONG;20;20;24;	Parkha;297.53;136;136;800;381;419;73;72;14;19;75;101;163;147;191;196;154;180;16;9;1;0;0;0;0;1;0;0;2;0;0;0;0;0;18;6;0;0;190;223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0002;00042700;1104000200042700;RIWA;259008;259008;2e+16;11;Sikkim;2;East District;20;PAKYONG;20;20;25;	Riwa;102.47;45;45;278;136;142;19;21;7;7;2;4;82;66;70;60;58;54;2;1;2;0;0;0;0;0;1;1;0;0;0;0;0;0;7;4;0;12;66;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0002;00042800;1104000200042800;MACHONG;259009;259009;2e+16;11;Sikkim;2;East District;20;PAKYONG;20;20;26;	Machung;609.48;220;220;1247;635;612;103;118;28;27;181;199;372;233;357;325;174;221;108;82;2;0;0;0;1;0;3;2;4;2;3;3;2;0;60;15;0;0;278;287;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0002;00042900;1104000200042900;CHOCHENPHERI;259010;259010;2e+16;11;Sikkim;2;East District;20;PAKYONG;20;20;37;	Chochen-P;856.18;179;179;959;514;445;113;102;16;15;419;369;180;100;278;166;261;160;1;1;1;0;0;0;2;0;1;0;1;0;1;1;0;0;10;4;5;22;231;257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0002;00043000;1104000200043000;LATUK;259011;259011;2e+16;11;Sikkim;2;East District;20;PAKYONG;20;20;38;	Latuk;521.95;46;46;275;152;123;39;24;0;0;49;35;81;40;73;68;66;63;4;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;79;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0002;00043200;1104000200043200;PAKYONG FOREST BLOCK;259012;259012;2e+16;11;Sikkim;2;East District;20;PAKYONG;20;20;40;	Pakyong;0.0;7;7;49;27;22;9;1;0;0;5;2;14;6;16;5;14;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;11;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0002;00040700;1104000200040700;AHO;259013;259013;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;41;	Aho;203.13;142;142;796;416;380;86;80;10;10;5;1;266;154;188;144;130;129;7;10;8;0;0;0;0;0;2;0;13;1;1;0;4;0;23;4;4;5;224;231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0002;00040600;1104000200040600;YANGTAM;259014;259014;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;40;	Yangtam;66.52;51;51;279;140;139;26;27;5;3;0;0;79;58;57;25;25;6;18;17;4;0;0;0;0;0;4;0;1;0;0;0;0;0;5;2;0;0;83;114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00037300;1104000100037300;SHOTAK;259016;259016;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;72;	Sotak;541.99;93;93;438;227;211;49;54;9;12;117;112;97;56;115;47;42;23;26;15;5;0;1;0;0;0;2;0;27;6;0;1;2;0;10;2;0;0;112;164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00037400;1104000100037400;PENLONG;259017;259017;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;68;	Penlong;182.41;499;499;2384;1451;933;217;201;43;25;414;376;996;483;908;55;33;5;49;3;5;1;0;0;1;0;14;6;415;10;12;6;15;1;364;23;2;0;541;878;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00037200;1104000100037200;NAVEY;259018;259018;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;71;	Navey;425.34;75;75;455;245;210;52;38;0;0;225;202;136;102;133;91;83;71;4;0;1;0;0;0;2;0;7;15;2;1;1;1;2;0;31;3;0;5;112;114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00037100;1104000100037100;LINGDOK;259019;259019;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;70;	Lingdok;310.65;215;216;1223;689;534;116;90;45;26;229;196;348;208;326;51;176;28;51;7;3;0;3;0;5;0;5;1;35;0;8;3;3;0;37;12;1;2;362;481;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00037000;1104000100037000;NAMPONG;259020;259020;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;69;	Nampong;513.92;39;39;233;127;106;23;15;2;0;94;82;60;44;44;38;36;32;5;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3;2;4;4;79;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00032000;1104000100032000;RAKDONG;259021;259021;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;1;	Rakdong;928.2;308;308;1724;918;806;205;177;24;24;307;280;515;240;426;124;261;96;74;9;2;0;0;0;6;0;4;1;5;0;44;3;6;0;24;15;0;0;492;682;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00033500;1104000100033500;KHAMDONG;259022;259022;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;15;	Khamdong;278.39;122;122;626;320;306;59;59;14;20;25;26;146;92;187;103;136;92;16;6;1;1;0;0;1;0;1;0;27;3;0;0;0;0;5;1;0;0;133;203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00033200;1104000100033200;DUNG-DUNG;259023;259023;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;14;	Dung Dung;651.14;254;255;1480;785;695;154;143;73;51;47;43;334;192;372;166;304;161;17;0;7;0;0;0;1;0;2;1;14;0;4;0;4;0;19;4;0;0;413;529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00038500;1104000100038500;TATHANGCHEN;259024;259024;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;78;	Tathangch;191.03;185;185;845;454;391;71;63;11;10;206;174;312;190;224;36;43;3;21;1;5;7;0;0;18;1;31;13;11;0;12;1;5;0;78;10;0;0;230;355;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00039100;1104000100039100;PAM;259025;259025;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;79;	Pam;0.0;1;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00033100;1104000100033100;SINGBEL;259026;259026;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;9;	Sigbel;335.02;183;183;1019;530;489;92;93;40;44;3;9;353;189;280;177;176;98;62;72;2;0;0;0;3;2;3;0;7;0;2;1;5;0;20;4;0;1;250;311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00033000;1104000100033000;PATUK;259027;259027;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;8;	Patuk;420.4;210;210;1264;692;572;136;100;70;58;136;122;415;226;332;203;242;190;5;1;1;0;0;0;7;0;1;0;11;0;25;1;9;0;31;11;0;0;360;369;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00032600;1104000100032600;CHADEY;259028;259028;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;7;	Chadey;372.88;101;101;582;323;259;61;57;18;14;169;146;179;96;165;90;138;85;12;1;0;0;0;0;1;0;0;0;4;0;0;0;1;0;9;4;0;4;158;165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00032700;1104000100032700;SIMIK;259029;259029;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;11;	Simik;164.51;28;28;214;106;108;12;16;0;0;33;38;92;50;42;24;1;19;33;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;64;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00032900;1104000100032900;LINGZEY (SIMIK);259030;259030;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;10;	Lingzey (;341.08;91;91;607;318;289;54;61;14;12;205;202;194;101;164;58;137;55;2;0;0;0;0;0;2;0;0;0;5;0;2;0;1;0;15;3;0;2;154;229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00032800;1104000100032800;ARITAR (DUNG-DUNG);259031;259031;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;12;	Aritar (D;133.64;73;73;496;252;244;37;52;13;5;30;30;196;120;113;27;68;21;8;1;0;0;0;0;0;0;12;0;5;0;1;0;3;0;16;5;1;2;138;215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00034200;1104000100034200;BYANG;259032;259032;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;16;	Byang;168.91;55;55;376;197;179;38;40;12;9;3;3;111;51;104;86;95;84;4;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;2;0;0;93;93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00033400;1104000100033400;BENG;259033;259033;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;17;	Beng;204.79;61;61;352;189;163;30;36;18;21;88;78;65;47;110;67;99;66;2;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;6;1;0;0;79;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;04;0001;00033600;1104000100033600;SHERWANI;259034;259034;2e+16;11;Sikkim;2;East District;10;GANGTOK;10;10;19;	Sherwani;166.49;177;177;914;480;434;82;81;154;146;61;50;278;147;240;175;165;161;9;7;7;2;0;0;3;0;5;0;24;0;6;2;5;0;16;3;0;0;240;259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
