SID;DID;TID;VILL_CODE;C_CODE01;NAME;UID;UID_1;LOC_CODE;State_Code;State_Name;District_C;Dist_Name;Tehsil_Cod;Thsil_Name;Block_Code;Nyay_Panch;Village_Co;NAME_1;AREA;RES_HOUSE;HOUSEHOLDS;T_POPLN;T_M_POPLN;T_F_POPLN;POPLN_M6;POPLN_F6;M_SC;F_SC;M_ST;F_ST;M_LITERATE;F_LITERATE;T_M_WORKER;T_F_WORKER;M_INDCAT1;F_INDCAT1;M_INDCAT2;F_INDCAT2;M_INDCAT3;F_INDCAT3;M_INDCAT4;F_INDCAT4;M_INDCAT5A;F_INDCAT5A;M_INDCAT5B;F_INDCAT5B;M_INDCAT6;F_INDCAT6;M_INDCAT7;F_INDCAT7;M_INDCAT8;F_INDCAT8;M_INDCAT9;F_INDCAT9;M_MARGINAL;F_MARGINAL;M_NON_WORK;F_NON_WORK;State_Co_1;State_Na_1;District_1;Dist_Name_;Tehsil_C_1;Thsil_Na_1;Block_co_1;Village__1;Village_Na;MRGD_IN_TN;EDU_INST;RANG_EDU;P_SCH;M_SCH;H_SCH;PU_COLL;GR_COLL;IND_SCH;TR_SCH;ADLT_LT_CN;OTH_SCH;MED_INST;RANG_MED;H_CNTR;MCW_CNTR;MH_CNTR;CWC_CNTR;HC_CNTR;PHC_CNTR;PHS_CNTR;DISP_CNTR;FPC_CNTR;TB_CNTR;NH_CNTR;RP_CNTR;SMP_CNTR;CHW_CNTR;OTH_CNTR;DRNK_WAT;RANG_WAT;TAP;WELL;TANK;TUBE_WELL;HAND_PUMP;RIVER_WAT;FOUNTAIN;CANAL;LAKE;SPRING;NALA;OTH_FAC;PNT_FAC;RANG_PNT;PO;TO;PTO;PHONE;MRKT_FAC;RANG_MRKT;MK_MON;MKT_TUE;MK_WED;MK_THU;MK_FRI;MK_SAT;MK_SUN;MK_DAILY;MK_FORT;MK_MONTHLY;COMM_FAC;RANG_COMM;COMM_BS;TX_TEMP_FC;COMM_RS;COMM_NW;APP_PR;APP_KR;APP_NR;APP_NC;APP_NW;APP_FP;NEAR_TOWN;DIST_N_TWN;POWER_SUPL;POWER_ED;POWER_EAG;POWER_EO;POWER_EA;FOREST;IRR_GC;IRR_PC;IRR_W;IRR_WE;IRR_TW;IRR_TWE;IRR_TK;IRR_R;IRR_L;IRR_WF;IRR_O;IRR_TOTAL;UN_IRRIGAT;CULT_WASTE;N_AV_CULT;Area_vill_;HOUSEHOLD;TOT_POPLN;res_house_;FOUNT_IRR;NOT_AVAIL;loc_code_v;AGRI_LAND;ST_TOWN;CHK;CHC_CNTR
15;04;;;;FARKAWN;260434;260434;1.01e+16;15;Mizoram;1;Aizawl;120;EAST LUNGDAR;120;120;33;FARKAWN;0;319;319;1852;926;926;171;174;2;0;895;926;720;705;399;354;296;335;0;0;0;0;0;0;3;1;0;0;1;0;1;3;2;0;96;15;56;86;471;486;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;06;;;;PUANKHAI;260435;260435;2e+16;15;Mizoram;2;Lunglei;10;WEST BUNGHMUN;10;10;29;PUANKHAI;0;131;131;780;409;371;88;71;0;0;393;371;52;12;238;61;215;61;0;0;0;0;0;0;0;0;0;0;13;0;1;0;0;0;9;0;0;0;171;310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;06;;;;LUNGMAWI;260436;260436;2e+16;15;Mizoram;2;Lunglei;30;LUNGLEI;30;30;9;LUNGMAWI;0;35;35;170;89;81;22;22;0;0;89;81;54;40;41;20;39;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;48;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;04;;;;KHANKAWN;260437;260437;1.01e+16;15;Mizoram;1;Aizawl;120;EAST LUNGDAR;120;120;35;KHANKAWN;0;74;74;463;241;222;53;44;0;0;241;222;151;116;97;72;84;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;2;2;1;142;149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;06;;;;THINGKHIM;260438;260438;2e+16;15;Mizoram;2;Lunglei;10;WEST BUNGHMUN;10;10;34;THINGKHIM;0;10;10;47;27;20;4;3;0;0;27;20;13;3;14;9;14;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;06;;;;NEW BELKHAI;260440;260440;2e+16;15;Mizoram;2;Lunglei;10;WEST BUNGHMUN;10;10;32;NEW BELKHAI;0;136;136;785;423;362;69;81;0;0;398;362;155;56;231;91;191;85;1;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;15;6;0;0;192;271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;06;;;;PANGZAWL;260441;260441;2e+16;15;Mizoram;2;Lunglei;40;HNAHTHIAL;40;40;4;LOWER PANGZAWL;0;330;330;1884;938;946;165;171;1;0;921;946;748;717;448;351;337;321;0;0;0;0;0;0;4;0;0;0;0;0;11;11;1;0;95;19;141;257;349;338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;06;;;;HAULAWNG;260442;260442;2e+16;15;Mizoram;2;Lunglei;30;LUNGLEI;30;30;11;HAULAWNG;0;313;313;1992;1140;852;153;128;16;0;853;841;887;632;675;328;286;302;16;2;0;0;0;0;2;0;2;0;52;0;1;1;0;0;316;23;70;81;395;443;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;06;;;;SERTE;260443;260443;2e+16;15;Mizoram;2;Lunglei;10;WEST BUNGHMUN;10;10;39;SERTE;0;66;66;379;186;193;48;37;0;0;185;190;134;135;94;116;83;115;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;10;1;0;0;92;77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;05;;;;LUNGKAWLH;260444;260444;1.01e+16;15;Mizoram;1;Aizawl;120;EAST LUNGDAR;120;120;41;LUNGKAWLH;0;81;81;532;270;262;60;70;0;0;270;262;203;181;112;96;98;91;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;2;10;3;8;27;150;139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
