SID;DID;TID;VILL_CODE;C_CODE01;NAME;UID;UID_1;LOC_CODE;State_Code;State_Name;District_C;Dist_Name;Tehsil_Cod;Thsil_Name;Block_Code;Nyay_Panch;Village_Co;NAME_1;AREA;RES_HOUSE;HOUSEHOLDS;T_POPLN;T_M_POPLN;T_F_POPLN;POPLN_M6;POPLN_F6;M_SC;F_SC;M_ST;F_ST;M_LITERATE;F_LITERATE;T_M_WORKER;T_F_WORKER;M_INDCAT1;F_INDCAT1;M_INDCAT2;F_INDCAT2;M_INDCAT3;F_INDCAT3;M_INDCAT4;F_INDCAT4;M_INDCAT5A;F_INDCAT5A;M_INDCAT5B;F_INDCAT5B;M_INDCAT6;F_INDCAT6;M_INDCAT7;F_INDCAT7;M_INDCAT8;F_INDCAT8;M_INDCAT9;F_INDCAT9;M_MARGINAL;F_MARGINAL;M_NON_WORK;F_NON_WORK;State_Co_1;State_Na_1;District_1;Dist_Name_;Tehsil_C_1;Thsil_Na_1;Block_co_1;Village__1;Village_Na;MRGD_IN_TN;EDU_INST;RANG_EDU;P_SCH;M_SCH;H_SCH;PU_COLL;GR_COLL;IND_SCH;TR_SCH;ADLT_LT_CN;OTH_SCH;MED_INST;RANG_MED;H_CNTR;MCW_CNTR;MH_CNTR;CWC_CNTR;HC_CNTR;PHC_CNTR;PHS_CNTR;DISP_CNTR;FPC_CNTR;TB_CNTR;NH_CNTR;RP_CNTR;SMP_CNTR;CHW_CNTR;OTH_CNTR;DRNK_WAT;RANG_WAT;TAP;WELL;TANK;TUBE_WELL;HAND_PUMP;RIVER_WAT;FOUNTAIN;CANAL;LAKE;SPRING;NALA;OTH_FAC;PNT_FAC;RANG_PNT;PO;TO;PTO;PHONE;MRKT_FAC;RANG_MRKT;MK_MON;MKT_TUE;MK_WED;MK_THU;MK_FRI;MK_SAT;MK_SUN;MK_DAILY;MK_FORT;MK_MONTHLY;COMM_FAC;RANG_COMM;COMM_BS;TX_TEMP_FC;COMM_RS;COMM_NW;APP_PR;APP_KR;APP_NR;APP_NC;APP_NW;APP_FP;NEAR_TOWN;DIST_N_TWN;POWER_SUPL;POWER_ED;POWER_EAG;POWER_EO;POWER_EA;FOREST;IRR_GC;IRR_PC;IRR_W;IRR_WE;IRR_TW;IRR_TWE;IRR_TK;IRR_R;IRR_L;IRR_WF;IRR_O;IRR_TOTAL;UN_IRRIGAT;CULT_WASTE;N_AV_CULT;Area_vill_;HOUSEHOLD;TOT_POPLN;res_house_;FOUNT_IRR;NOT_AVAIL;loc_code_v;AGRI_LAND;ST_TOWN;CHK;CHC_CNTR
32;07;0002;00067100;3207000200067100;ANNAKARA;608103;608103;7e+16;32;Kerala;7;Thrissur;20;Chavakkad;20;20;12;Annakara;1058.82;1613;1695;8761;4164;4597;535;469;637;644;0;0;3207;3376;2000;1268;236;50;516;672;95;15;6;0;36;14;278;125;263;188;184;17;194;64;192;123;100;71;2064;3258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0002;00066600;3207000200066600;EDAKKAZHIYUR;608104;608104;7e+16;32;Kerala;7;Thrissur;20;Chavakkad;20;20;5;Edakkazhiyur;724.96;2182;2191;14340;6781;7559;1236;1130;774;826;0;0;4876;5009;2374;743;150;15;246;235;646;12;6;2;51;23;103;235;152;26;559;17;160;10;301;168;65;48;4342;6768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0002;00067000;3207000200067000;ELAVALLY;608105;608105;7e+16;32;Kerala;7;Thrissur;20;Chavakkad;20;20;11;Elavally;1060.76;2031;2053;10617;4940;5677;655;596;440;458;0;0;4058;4453;2218;1085;256;70;471;498;99;16;7;0;40;31;457;199;162;7;262;21;167;7;297;236;68;96;2654;4496;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0002;00067600;3207000200067600;ENGANDIYUR;608106;608106;7e+16;32;Kerala;7;Thrissur;20;Chavakkad;20;20;16;Engandiyur;1410.82;3874;3898;20756;9579;11177;1288;1325;2373;2520;4;4;7723;8551;3562;1108;291;28;482;219;798;42;19;13;25;47;260;110;230;62;658;60;312;52;487;475;216;339;5801;9730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0002;00067400;3207000200067400;IRIMBRANALLUR;608107;608107;7e+16;32;Kerala;7;Thrissur;20;Chavakkad;20;20;13;Irimbranallur;645.75;803;806;4283;2051;2232;262;257;264;294;0;0;1705;1746;746;279;40;6;87;101;119;1;2;3;6;1;105;84;64;3;132;6;73;3;118;71;119;147;1186;1806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0002;00066800;3207000200066800;KADAPPURAM;608108;608108;7e+16;32;Kerala;7;Thrissur;20;Chavakkad;20;20;7;Kadappuram;896.48;3218;3220;20715;9625;11090;1593;1530;1143;1178;0;0;7014;7457;3211;658;114;12;193;54;1228;38;11;1;12;24;184;259;100;15;771;19;247;33;351;203;106;58;6308;10374;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0002;00066200;3207000200066200;KADIKKAD;608109;608109;7e+16;32;Kerala;7;Thrissur;20;Talappilly;20;20;1;Kadikkad;925.27;2623;2653;16856;7931;8925;1332;1248;980;997;0;1;5862;6134;2931;1085;263;108;470;489;404;11;7;0;126;25;328;75;119;13;594;14;184;1;436;349;106;138;4894;7702;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0002;00067500;3207000200067500;KUNDAZHIYUR;608110;608110;7e+16;32;Kerala;7;Thrissur;20;Chavakkad;20;20;15;Kundazhiyur;649.99;1915;1933;11655;5441;6214;785;730;1271;1348;0;0;4282;4518;1961;726;177;18;333;290;387;24;7;2;47;16;184;156;83;6;370;13;114;27;259;174;168;196;3312;5292;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0002;00067200;3207000200067200;MULLASSERY;608111;608111;7e+16;32;Kerala;7;Thrissur;20;Chavakkad;20;20;9;Mullassery;711.57;2150;2168;11192;5195;5997;768;603;887;952;0;0;4219;4720;2100;975;269;49;410;369;140;2;9;0;16;3;244;222;151;10;330;24;169;4;362;292;73;65;3022;4957;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0002;00067900;3207000200067900;NATTIKA;608112;608112;7e+16;32;Kerala;7;Thrissur;20;Chavakkad;20;20;19;Nattika;960.16;3614;3642;19192;9072;10120;1138;1118;1915;1979;0;0;7526;7898;3839;1180;322;125;312;162;743;31;28;2;87;229;461;103;197;49;813;52;329;12;547;415;100;133;5133;8807;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0002;00066900;3207000200066900;ORUMANAYUR;608113;608113;7e+16;32;Kerala;7;Thrissur;20;Chavakkad;20;20;8;Orumanayur;601.63;2242;2243;13325;6162;7163;1063;964;1269;1319;0;0;4721;5080;1924;625;104;23;136;28;279;38;20;3;27;43;190;135;80;21;510;16;226;34;352;284;117;31;4121;6507;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0002;00066500;3207000200066500;PUNNAYUR;608114;608114;7e+16;32;Kerala;7;Thrissur;20;Chavakkad;20;20;4;Punnayur;935.27;2465;2465;16375;7886;8489;1378;1285;644;610;0;0;5963;5833;2954;750;245;33;405;289;566;16;1;0;73;32;164;110;127;13;854;9;151;43;368;205;175;137;4757;7602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0002;00066300;3207000200066300;PUNNAYURKULAM;608115;608115;7e+16;32;Kerala;7;Thrissur;20;Chavakkad;20;20;2;Punnayurkulam;945.42;2070;2071;12939;6034;6905;1046;978;564;605;0;0;4610;4949;2259;736;302;52;527;442;99;8;0;0;70;8;266;13;92;4;373;12;182;4;348;193;124;239;3651;5930;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0002;00067800;3207000200067800;TALIKKULAM;608116;608116;7e+16;32;Kerala;7;Thrissur;20;Chavakkad;20;20;18;Thalikkulam;1088.82;4094;4112;22491;10456;12035;1490;1397;1945;2034;0;0;8372;9152;3971;1500;273;227;295;177;886;20;8;0;61;131;338;339;176;48;994;118;321;8;619;432;229;202;6256;10333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0002;00066400;3207000200066400;VADAKKEKAD;608117;608117;7e+16;32;Kerala;7;Thrissur;20;Chavakkad;20;20;3;Vadakkekad;819.07;2432;2449;14663;6821;7842;1169;1046;691;666;0;0;5343;5901;2333;711;272;72;442;283;155;13;1;0;66;8;243;39;129;7;510;13;182;2;333;274;228;196;4260;6935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0002;00067700;3207000200067700;VADANAPPALLY;608118;608118;7e+16;32;Kerala;7;Thrissur;20;Chavakkad;20;20;17;Vadanappally;1458.22;4878;4889;27655;12952;14703;1800;1718;2434;2459;2;0;10493;11216;5073;1231;319;37;499;166;1020;56;61;2;83;76;477;227;208;55;1268;81;438;44;700;487;194;218;7685;13254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0002;00068000;3207000200068000;VALAPPAD;608119;608119;7e+16;32;Kerala;7;Thrissur;20;Chavakkad;20;20;20;Valappad;1633.4;6245;6249;33078;15685;17393;1989;1888;2600;2745;0;1;12995;13729;6669;2318;657;103;768;211;1646;31;5;4;129;954;549;233;179;67;1421;59;418;28;897;628;345;755;8671;14320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0002;00067300;3207000200067300;VENKITANGU;608120;608120;7e+16;32;Kerala;7;Thrissur;20;Chavakkad;20;20;14;Venkitangu;751.44;1698;1703;9284;4391;4893;573;547;981;1013;0;0;3641;3866;1652;728;143;6;341;285;123;26;3;0;24;8;200;144;101;22;338;17;137;12;242;208;41;30;2698;4135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0002;00066700;3207000200066700;VYLATHUR;608121;608121;7e+16;32;Kerala;7;Thrissur;20;Chavakkad;20;20;6;Vylathur;552.56;1543;1553;8912;4227;4685;650;570;671;661;1;2;3433;3684;1566;593;131;10;164;133;140;6;1;1;24;16;171;55;112;15;355;16;113;3;355;338;100;84;2561;4008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0004;00073800;3207000400073800;ALA;608132;608132;7e+16;32;Kerala;7;Thrissur;40;Kodungallur;40;40;8;Ala;545.25;1758;1759;9420;4428;4992;604;557;625;658;0;0;3641;3849;1910;825;76;14;114;14;415;14;18;0;36;433;200;185;111;4;486;17;227;6;227;138;198;170;2320;3997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0004;00074000;3207000400074000;AZHIKODE;608133;608133;7e+16;32;Kerala;7;Thrissur;40;Kodungallur;40;40;10;Azhikode;724.37;3259;3266;18501;9004;9497;1218;1126;398;411;0;0;7162;6949;3930;1117;57;10;114;4;1308;68;16;0;163;580;343;219;297;9;738;11;431;3;463;213;268;481;4806;7899;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0004;00073100;3207000400073100;CHENDRAPPINI;608134;608134;7e+16;32;Kerala;7;Thrissur;40;Kodungallur;40;40;2;Chendrappini;734.51;2840;2842;14996;6981;8015;1044;952;915;960;1;1;5681;6309;2751;1104;239;100;393;212;397;22;1;0;93;457;228;22;124;14;731;31;217;16;328;230;226;372;4004;6539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0004;00073000;3207000400073000;EDATHIRUTHY;608135;608135;7e+16;32;Kerala;7;Thrissur;40;Thrissur;40;40;1;Edathiruthy;929.32;2245;2251;12461;5877;6584;780;719;1240;1275;0;7;4934;5380;2121;648;137;22;288;223;272;26;6;0;52;73;192;16;59;8;682;18;142;8;291;254;284;172;3472;5764;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0004;00073900;3207000400073900;EDAVILANGU;608136;608136;7e+16;32;Kerala;7;Thrissur;40;Kodungallur;40;40;9;Edavilangu;759.67;3473;3478;18749;8959;9790;1215;1143;612;637;4;5;7252;7397;3940;2225;91;8;215;7;1040;10;6;0;141;1885;358;23;410;9;863;22;433;8;383;253;258;545;4761;7020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0004;00073200;3207000400073200;KAIPAMANGALAM;608137;608137;7e+16;32;Kerala;7;Thrissur;40;Kodungallur;40;40;3;Kaipamangalam;1369.8;5506;5511;30377;14198;16179;2151;2346;1625;1681;0;0;11291;12091;5423;2427;200;7;364;44;1430;29;6;0;179;1783;419;168;189;21;1514;32;453;12;669;331;448;775;8327;12977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0004;00073500;3207000400073500;KOOLIMUTTAM;608138;608138;7e+16;32;Kerala;7;Thrissur;40;Kodungallur;40;40;5;Koolimuttam;656.09;2160;2160;11685;5411;6274;805;724;423;421;0;0;4379;4864;2025;1195;178;41;265;11;490;7;2;0;42;990;107;18;70;5;402;9;182;3;287;111;281;522;3105;4557;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0004;00074300;3207000400074300;MADATHUMPADY;608139;608139;7e+16;32;Kerala;7;Thrissur;40;Kodungallur;40;40;13;Madathumpady;407.99;782;782;3789;1847;1942;213;202;267;261;0;0;1528;1502;879;334;132;32;129;121;81;5;52;0;8;5;57;50;87;0;108;4;56;20;169;97;44;52;924;1556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0004;00073600;3207000400073600;PADINJARE VEMBALLUR;608140;608140;7e+16;32;Kerala;7;Thrissur;40;Kodungallur;40;40;6;Padinjare Vemballur;612.59;2157;2158;11152;5269;5883;762;699;549;547;0;0;4119;4371;2012;1440;45;2;49;1;725;10;1;0;33;1138;139;152;67;3;541;8;175;0;237;126;497;512;2760;3931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0004;00074100;3207000400074100;PALLIPPURAM;608141;608141;7e+16;32;Kerala;7;Thrissur;40;Kodungallur;40;40;11;Pallippuram;626.5;1318;1338;7455;3603;3852;453;416;309;361;0;0;3009;2986;1571;469;111;36;162;129;435;15;19;2;28;9;123;29;120;11;267;32;130;102;176;104;133;141;1899;3242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0004;00073700;3207000400073700;PANANGAD;608142;608142;7e+16;32;Kerala;7;Thrissur;40;Kodungallur;40;40;7;Panangad;768.47;2654;2663;14306;6792;7514;969;918;911;968;5;3;5515;5709;2669;1562;153;29;140;4;531;44;2;1;101;1187;255;45;119;12;711;17;313;9;344;214;418;414;3705;5538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0004;00073300;3207000400073300;PERINJANAM;608144;608144;7e+16;32;Kerala;7;Thrissur;40;Kodungallur;40;40;4;Perinjanam;929.77;3713;3736;19257;8933;10324;1311;1202;1100;1211;1;2;7295;8194;3510;1506;176;31;411;69;822;32;2;0;98;879;278;98;124;18;806;27;331;11;462;341;169;311;5254;8507;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0004;00074200;3207000400074200;POYYA;608145;608145;7e+16;32;Kerala;7;Thrissur;40;Kodungallur;40;40;12;Poyya;943.86;1825;1830;9230;4430;4800;483;466;526;564;0;0;3804;3864;2022;594;202;12;253;174;375;29;63;0;32;30;260;83;142;13;276;43;121;33;298;177;76;113;2332;4093;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0005;00079200;3207000500079200;ALATHUR;608149;608149;7.01e+16;32;Kerala;7;Thrissur;50;Mukundapuram;50;50;50;Alathur;1257.79;2214;2215;11187;5434;5753;552;602;729;818;0;0;4603;4487;2579;895;708;55;577;585;167;8;19;0;55;23;358;57;114;5;281;17;112;2;188;143;110;175;2745;4683;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0005;00077600;3207000500077600;ALUR;608150;608150;7.01e+16;32;Kerala;7;Thrissur;50;Mukundapuram;50;50;34;Alur;1767.01;3935;3943;19691;9590;10101;1076;1089;1019;1059;0;1;8039;8065;4739;1549;1256;243;995;581;270;16;54;10;99;45;712;277;175;24;568;38;276;21;334;294;253;456;4598;8096;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0005;00075200;3207000500075200;AMBALLUR;608151;608151;7.01e+16;32;Kerala;7;Thrissur;50;Mukundapuram;50;50;10;Amballur;1837.9;5013;5028;25353;12441;12912;1589;1593;1039;1051;23;19;10359;10072;5400;1842;786;78;1031;531;149;22;28;15;154;40;1463;660;219;19;659;63;379;15;532;399;423;486;6618;10584;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0005;00075800;3207000500075800;ANANDAPURAM;608152;608152;7.01e+16;32;Kerala;7;Thrissur;50;Mukundapuram;50;50;16;Anandapuram;607.79;1138;1138;5839;2776;3063;359;307;460;509;0;0;2286;2444;1350;574;404;161;307;156;68;2;3;0;27;20;175;113;91;5;113;21;60;3;102;93;100;29;1326;2460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0005;00078600;3207000500078600;ANNALLUR;608153;608153;7.01e+16;32;Kerala;7;Thrissur;50;Mukundapuram;50;50;44;Annallur;580.71;1213;1213;5980;2925;3055;330;317;453;461;0;0;2433;2349;1424;421;294;12;405;278;80;1;13;0;15;3;221;54;33;4;164;9;71;4;128;56;51;28;1450;2606;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0005;00075600;3207000500075600;CHENGALLUR;608154;608154;7.01e+16;32;Kerala;7;Thrissur;50;Mukundapuram;50;50;14;Chengallur;899.71;1867;1867;9119;4481;4638;535;530;869;879;0;0;3700;3570;2108;631;471;22;480;274;129;14;44;28;39;16;290;118;60;3;216;26;186;3;193;127;183;162;2190;3845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0005;00076300;3207000500076300;EDATHIRINJI;608155;608155;7.01e+16;32;Kerala;7;Thrissur;50;Mukundapuram;50;50;21;Edathirinji;1019.42;1790;1795;9316;4376;4940;611;537;402;434;0;0;3603;3882;1825;586;143;27;572;284;228;5;5;0;100;129;138;18;86;4;281;11;128;3;144;105;180;444;2371;3910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0005;00077500;3207000500077500;ELANJIPRA;608156;608156;7.01e+16;32;Kerala;7;Thrissur;50;Mukundapuram;50;50;33;Elanjipra;216.24;740;751;3700;1840;1860;201;184;72;78;4;4;1538;1492;891;266;129;9;131;87;100;29;10;0;11;2;135;49;69;4;125;10;92;1;89;75;29;29;920;1565;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0005;00076700;3207000500076700;KADUPPASSERY;608157;608157;7.01e+16;32;Kerala;7;Thrissur;50;Mukundapuram;50;50;25;Kaduppassery;763.72;1536;1539;7674;3679;3995;475;436;704;717;0;0;3032;3197;1633;526;293;49;266;203;106;25;20;0;45;4;228;80;54;4;292;14;133;9;196;138;188;344;1858;3125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0005;00079400;3207000500079400;KAKKULISSERY;608158;608158;7.01e+16;32;Kerala;7;Thrissur;50;Mukundapuram;50;50;52;Kakkulissery;855.88;1822;1823;9456;4611;4845;519;469;257;304;0;0;3855;3836;2274;688;429;53;532;423;175;1;36;0;57;32;276;26;109;2;371;11;111;20;178;120;40;181;2297;3976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0005;00076800;3207000500076800;KALLETTUMKARA;608159;608159;7.01e+16;32;Kerala;7;Thrissur;50;Mukundapuram;50;50;26;Kallettumkara;476.48;1125;1140;5711;2811;2900;329;286;438;470;0;0;2360;2369;1231;332;244;11;126;97;20;1;16;0;15;10;249;53;88;6;190;27;136;4;147;123;125;216;1455;2352;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;07;0005;00075100;3207000500075100;KALLUR;608160;608160;7.01e+16;32;Kerala;7;Thrissur;50;Mukundapuram;50;50;9;Kallur;1769.07;3052;3068;15591;7617;7974;998;951;809;845;11;17;6114;6011;3770;1526;868;217;1073;672;92;10;13;5;67;27;647;338;91;7;382;25;237;38;300;187;154;94;3693;6354;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
